EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,Department_clean,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Data_Quality_Notes
RM1406,31,26-35,No,Non-Travel,697,Research & Development,Research & Development,10,3,Medical,1,1979,3,Female,40,3,3,Research Director,3,Married,11031,10k-15k,26862,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM737,48,46-55,No,Travel_Rarely,1355,Research & Development,Research & Development,4,4,Life Sciences,1,1024,3,Male,78,2,3,Healthcare Representative,3,Single,10999,10k-15k,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM788,55,46-55,No,Travel_Frequently,1091,Research & Development,Sales,2,1,Life Sciences,1,1096,4,Male,65,3,3,Manufacturing Director,2,Married,10976,10k-15k,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM376,49,46-55,No,Travel_Rarely,1261,Research & Development,Research & Development,7,3,Other,1,499,2,Male,31,2,3,Healthcare Representative,3,Single,10965,10k-15k,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM252,39,36-45,No,Travel_Frequently,505,Research & Development,Research & Development,2,4,Technical Degree,1,343,3,Female,64,3,3,Healthcare Representative,3,Single,10938,10k-15k,6420,0,Y,No,25,4,4,80,0,20,1,3,19,6,11,,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM625,53,46-55,No,Travel_Rarely,661,Sales,Research & Development,7,2,Marketing,1,862,1,Female,78,2,3,Sales Executive,4,Married,10934,10k-15k,20715,7,Y,Yes,18,3,4,80,1,35,3,3,5,2,0,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM459,40,36-45,No,Non-Travel,1094,Sales,Research & Development,28,3,Other,1,615,3,Male,58,1,3,Sales Executive,1,Divorced,10932,10k-15k,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM993,39,36-45,No,Non-Travel,1485,Research & Development,Sales,25,2,Life Sciences,1,1397,3,Male,71,3,3,Healthcare Representative,3,Married,10920,10k-15k,3449,3,Y,No,21,4,2,80,1,13,2,3,6,4,0,5,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM648,35,26-35,No,Travel_Rarely,672,Research & Development,Research & Development,25,3,Technical Degree,1,899,4,Male,78,2,3,Manufacturing Director,2,Married,10903,10k-15k,9129,3,Y,No,16,3,1,80,0,16,2,3,13,10,4,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1210,60,55+,No,Travel_Rarely,370,Research & Development,Research & Development,1,4,Medical,1,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,10k-15k,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM754,39,36-45,No,Travel_Frequently,945,Research & Development,Research & Development,22,3,Medical,1,1043,4,Female,82,3,3,Manufacturing Director,1,Single,10880,10k-15k,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM159,40,36-45,No,Travel_Rarely,630,Sales,Research & Development,4,4,Marketing,1,215,3,Male,67,2,3,Sales Executive,4,Married,10855,10k-15k,8552,7,Y,No,11,3,1,80,1,15,2,2,12,11,2,11,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1462,50,46-55,Yes,Travel_Rarely,410,Sales,Research & Development,28,3,Marketing,1,2055,4,Male,39,2,3,Sales Executive,1,Divorced,10854,10k-15k,16586,4,Y,Yes,13,3,2,80,1,20,3,3,3,2,2,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1035,45,36-45,No,Travel_Rarely,1038,Research & Development,Sales,20,3,Medical,1,1460,2,Male,95,1,3,Healthcare Representative,1,Divorced,10851,10k-15k,19863,2,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM724,46,46-55,No,Travel_Rarely,566,Research & Development,Research & Development,7,2,Medical,1,1007,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,10k-15k,24208,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM813,43,36-45,No,Travel_Frequently,1082,Research & Development,Research & Development,27,3,Life Sciences,1,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820,10k-15k,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM776,43,36-45,No,Travel_Rarely,415,Sales,Sales,25,3,Medical,1,1076,3,Male,79,2,3,Sales Executive,4,Divorced,10798,10k-15k,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1031,31,26-35,No,Travel_Rarely,326,Sales,Research & Development,8,2,Life Sciences,1,1453,1,Male,31,3,3,Sales Executive,4,Divorced,10793,10k-15k,8386,1,Y,No,18,3,1,80,1,13,5,3,13,7,9,9,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM626,45,36-45,No,Travel_Rarely,930,Sales,Research & Development,9,3,Marketing,1,864,4,Male,74,3,3,Sales Executive,1,Divorced,10761,10k-15k,19239,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1222,45,36-45,No,Non-Travel,1238,Research & Development,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748,10k-15k,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM729,54,46-55,No,Travel_Rarely,1441,Research & Development,Sales,17,3,Technical Degree,1,1013,3,Female,56,3,3,Manufacturing Director,3,Married,10739,10k-15k,13943,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM511,54,46-55,No,Travel_Rarely,397,Human Resources,Research & Development,19,4,Medical,1,698,3,Male,88,3,3,Human Resources,2,Married,10725,10k-15k,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM772,54,46-55,No,Travel_Rarely,1082,Sales,Research & Development,2,4,Life Sciences,1,1070,3,Female,41,2,3,Sales Executive,3,Married,10686,10k-15k,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM636,35,26-35,No,Travel_Rarely,607,Research & Development,Research & Development,9,3,Life Sciences,1,880,4,Female,66,2,3,Manufacturing Director,3,Married,10685,10k-15k,23457,1,Y,Yes,20,4,2,80,1,17,2,3,17,14,5,15,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM094,46,46-55,No,Travel_Frequently,638,Research & Development,Research & Development,1,3,Medical,1,124,3,Male,40,2,3,Healthcare Representative,1,Married,10673,10k-15k,3142,2,Y,Yes,13,3,3,80,1,21,5,2,10,9,9,5,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM137,51,46-55,Yes,Travel_Frequently,1150,Research & Development,Research & Development,8,4,Life Sciences,1,179,1,Male,53,1,3,Manufacturing Director,4,Single,10650,10k-15k,25150,2,Y,No,15,3,4,80,0,18,2,3,4,2,0,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM435,31,26-35,No,Travel_Rarely,1274,Research & Development,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,10k-15k,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM696,37,36-45,Yes,Travel_Rarely,625,Sales,Research & Development,1,4,Life Sciences,1,970,1,Male,46,2,3,Sales Executive,3,Married,10609,10k-15k,14922,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM224,38,36-45,No,Travel_Rarely,119,Sales,Research & Development,3,3,Life Sciences,1,307,1,Male,76,3,3,Sales Executive,3,Divorced,10609,10k-15k,9647,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM988,51,46-55,No,Travel_Frequently,541,Sales,Research & Development,2,3,Marketing,1,1391,2,Male,52,3,3,Sales Executive,2,Married,10596,10k-15k,15395,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM675,58,55+,No,Travel_Rarely,1272,Research & Development,Research & Development,5,3,Technical Degree,1,940,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552,10k-15k,9255,2,Y,Yes,13,3,4,80,1,24,3,3,6,0,0,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM466,46,46-55,No,Travel_Frequently,1034,Research & Development,Research & Development,18,1,Medical,1,624,1,Female,86,3,3,Healthcare Representative,3,Married,10527,10k-15k,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM920,59,55+,No,Travel_Rarely,1429,Research & Development,Sales,18,4,Medical,1,1283,4,Male,67,3,3,Manufacturing Director,4,Single,10512,10k-15k,20002,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM891,54,46-55,No,Travel_Frequently,966,Research & Development,Sales,1,4,Life Sciences,1,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,10k-15k,9659,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM368,50,46-55,No,Travel_Rarely,1046,Research & Development,Research & Development,10,3,Technical Degree,1,491,4,Male,100,2,3,Healthcare Representative,4,Single,10496,10k-15k,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM790,44,36-45,Yes,Travel_Rarely,1376,Human Resources,Research & Development,1,2,Medical,1,1098,2,Male,91,2,3,Human Resources,1,Married,10482,10k-15k,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM534,40,36-45,No,Travel_Frequently,580,Sales,Research & Development,5,4,Life Sciences,1,729,4,Male,48,2,3,Sales Executive,1,Married,10475,10k-15k,23772,5,Y,Yes,21,4,3,80,1,20,2,3,18,13,1,12,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1055,49,46-55,No,Travel_Rarely,1490,Research & Development,Research & Development,7,4,Life Sciences,1,1484,3,Male,35,3,3,Healthcare Representative,2,Divorced,10466,10k-15k,20948,3,Y,No,14,3,2,80,2,29,3,3,8,7,0,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM179,46,46-55,No,Travel_Rarely,526,Sales,Sales,1,2,Marketing,1,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453,10k-15k,2137,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1397,53,46-55,Yes,Travel_Rarely,1168,Sales,Sales,24,4,Life Sciences,1,1968,1,Male,66,3,3,Sales Executive,1,Single,10448,10k-15k,5843,6,Y,Yes,13,3,2,80,0,15,2,2,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1296,41,36-45,No,Travel_Rarely,796,Sales,Research & Development,4,1,Marketing,1,1815,3,Female,81,3,3,Sales Executive,3,Divorced,10447,10k-15k,26458,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM807,52,46-55,No,Travel_Rarely,994,Research & Development,Research & Development,7,4,Life Sciences,1,1118,2,Male,87,3,3,Healthcare Representative,2,Single,10445,10k-15k,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1157,40,36-45,No,Travel_Rarely,884,Research & Development,Research & Development,15,3,Life Sciences,1,1628,1,Female,80,2,3,Manufacturing Director,3,Married,10435,10k-15k,25800,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1432,32,26-35,No,Travel_Rarely,801,Sales,Sales,1,4,Marketing,1,2016,3,Female,48,3,3,Sales Executive,4,Married,10422,10k-15k,24032,1,Y,No,19,3,3,80,2,14,3,3,14,10,5,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
